263173:	[4, 5]
165689:	[]
20288:	[4, 9]
368452:	[7]
143171:	[]
179018:	[3]
457547:	[2]
230222:	[2]
100174:	[1]
239442:	[1]
185172:	[]
341851:	[2]
256867:	[1]
300901:	[]
369510:	[1]
232293:	[1]
246635:	[1]
266092:	[2, 5]
419692:	[10]
130922:	[3]
189294:	[1]
367465:	[1]
256879:	[1]
294763:	[10]
328554:	[2, 7]
285556:	[4]
338809:	[]
291716:	[]
239490:	[6]
285573:	[4]
418692:	[1, 2]
479109:	[1, 2]
149382:	[1]
285568:	[2]
224132:	[4]
422792:	[4]
424852:	[2]
269201:	[1, 3, 4, 5]
51093:	[]
82839:	[]
61338:	[3]
299928:	[]
329626:	[3]
262050:	[3]
231329:	[]
64419:	[1, 4]
374689:	[1]
17317:	[]
179109:	[]
9127:	[1]
21417:	[1, 3, 7]
436141:	[2, 5, 8, 9]
275370:	[2]
314283:	[9]
300981:	[2]
125872:	[2, 3, 6, 7, 8]
186291:	[6]
393143:	[1]
251824:	[3]
224183:	[1]
55221:	[]
187316:	[1]
13243:	[]
339896:	[2]
432056:	[4]
285637:	[1, 2]
177095:	[1, 2]
411585:	[6, 9]
329677:	[]
71627:	[1, 2, 3, 6, 8]
32714:	[1]
443341:	[2]
336841:	[1, 5]
393161:	[8]
13269:	[4]
304083:	[2, 5, 9]
140248:	[]
139231:	[]
265188:	[1]
190438:	[1, 2]
210918:	[6]
295905:	[1, 2, 4, 5]
388078:	[2, 5]
338923:	[]
404471:	[3, 6]
411636:	[]
328694:	[1]
51187:	[]
276466:	[1, 10]
314354:	[5]
69623:	[1, 4]
276467:	[2]
422908:	[]
404477:	[1, 4]
432125:	[5]
409594:	[]
329720:	[]
364539:	[]
313339:	[]
395257:	[1]
60415:	[3, 6]
